idx_a,idx_b,retailer_a,retailer_b,name_a,name_b,similarity,size_ratio,category
7641,50349,ASDA,Tesco,Crosse & Blackwell Broccoli & Stilton,Crosse And Blackwell Broccoli & Stilton Soup 400G,0.93,1.0,food_cupboard
18307,34513,Morrisons,Sains,Krasnystaw Kefir,Krasnystaw Kefir 420g,0.929,1.19,food_cupboard
13684,17739,ASDA,Morrisons,Lajkonik Paluszki - Salted Sticks,Lajkonik Paluszki Salty Sticks,0.929,1.0,food_cupboard
32752,58776,Sains,Tesco,Sainsbury's Roasted Chopped Hazelnuts 100g,Tesco Roasted Chopped Hazelnut 100G,0.929,1.0,food_cupboard
25991,62310,Morrisons,Tesco,Morrisons The Best Wholemeal Rolls,Tesco Finest Wholemeal Rolls 4 Pack,0.929,,bakery
25988,62310,Morrisons,Tesco,Morrisons Wholemeal Rolls,Tesco Finest Wholemeal Rolls 4 Pack,0.929,,bakery
26044,46450,Morrisons,Sains,Mr Kipling French Fancies,Mr Kipling French Fancies Cakes x8,0.929,,bakery
31193,48617,Morrisons,Sains,Morrisons The Best Kalettes,Sainsbury's Kalettes 200g,0.928,1.0,fresh_food
10964,46497,ASDA,Sains,Mr Kipling Angel Slices Cakes,Mr Kipling Angel Cake Slices x6,0.928,,bakery
10800,62324,ASDA,Tesco,ASDA Free From 4 White Rolls,Tesco Free From White Rolls 4 Pack,0.926,,bakery
21023,64140,Morrisons,Tesco,Schwartz A Mix Chicken Supreme,Schwartz Chicken Supreme 30g,0.926,1.0,food_cupboard
10440,49893,ASDA,Tesco,ASDA Extra Special Farmhouse White Bread,Tesco White Farmhouse Bread 800G,0.925,1.0,bakery
10974,50917,ASDA,Tesco,Mr Kipling French Fancies Cakes,Mr Kipling French Fancies 8 Pack,0.925,,bakery
3962,56282,ASDA,Tesco,ASDA Extra Special Blueberries,Tesco Blueberries 250G,0.925,1.0,fresh_food
15723,40905,ASDA,Sains,Tropicana Sensations Pineapple & Pink Guava Crush,Tropicana Sensations Pineapple & Pink Guava Crush Juice 850ml,0.925,1.0,drinks
18587,54178,Morrisons,Tesco,Morrisons Spicy Spanish Chorizo Ring,Tesco Finest Spanish Spicy Chorizo Ring 225G,0.924,1.125,fresh_food
37489,58250,Sains,Tesco,Tony's Chocolonely Littl' Bits Milk Marshmallow & Biscuit Mix 100g,Tony's Chocolonely Littl' Bits Marshmallow 100G,0.924,1.0,food_cupboard
20866,33558,Morrisons,Sains,Morrisons Chives,Sainsbury's Chives 5g,0.924,,food_cupboard
43497,64614,Sains,Tesco,"Sainsbury's Cavolo Nero, Black Kale 200g",Tesco Finest Cavolo Nero Kale 200G,0.924,1.0,fresh_food
3681,22530,ASDA,Morrisons,Mug Shot Classic Original Curry Noodles Pot,Mug Shot Noodles Classic Original Curry Soup,0.923,1.007,food_cupboard
2250,21682,ASDA,Morrisons,ASDA Chopped Mixed Nuts 150g,Morrisons Chopped Mixed Nuts,0.923,1.2,food_cupboard
10341,51088,ASDA,Tesco,Mr Kipling Almond Cake Slices,Mr Kipling Almond Slices 6 Pack,0.923,,bakery
31274,54082,Sains,Tesco,Sainsbury's White Granulated Sugar 1kg,Granulated Sugar 1Kg,0.922,1.0,food_cupboard
46478,50397,Sains,Tesco,Sainsbury's Sultana Scones x6,Tesco Sultana Scones 6 Pack,0.922,,bakery
3620,48029,ASDA,Sains,Robinsons Double Strength Orange & Pineapple No Added Sugar Fruit Squash,Robinsons Double Strength No Added Sugar Fruit Squash Orange 1L,0.922,1.0,drinks
20018,52431,Morrisons,Tesco,Morrisons Aioli Dip,Tesco Aioli Dip 200G,0.922,1.176,fresh_food
13831,28779,ASDA,Morrisons,Indus Kebab House Sauce,Indus Kebab House Chilli Sauce,0.921,1.035,food_cupboard
31222,64572,Morrisons,Tesco,Morrisons Courgettes (min 2 pack),Tesco Organic Courgettes 3 Pack,0.921,,fresh_food
45233,56588,Sains,Tesco,Charlie Bigham's Chicken Korma & Pilau Rice 810g,Charlie Bigham's Chicken Korma & Rice 810G,0.921,1.0,fresh_food
10791,25900,ASDA,Morrisons,St Pierre 4 Brioche Burger Buns,St. Pierre 4 Seeded Brioche Burger Buns,0.921,,bakery
10791,52620,ASDA,Tesco,St Pierre 4 Brioche Burger Buns,St Pierre 4 Seeded Brioche Burger Buns,0.921,,bakery
8651,21939,ASDA,Morrisons,JUST ESSENTIALS by ASDA Sage and Onion Stuffing Mix,Morrisons Sage & Onion Stuffing,0.92,1.0,food_cupboard
33022,57892,Sains,Tesco,Allinson Country Grain Bread Flour 1kg,Allinson's Country Grain Bread Flour 1Kg,0.92,1.0,food_cupboard
10836,62310,ASDA,Tesco,JUST ESSENTIALS by ASDA 6 Wholemeal Rolls,Tesco Finest Wholemeal Rolls 4 Pack,0.92,,bakery
927,29568,ASDA,Morrisons,ASDA Extra Special Vine Ripened Tomatoes,Morrisons Vine Ripened Large Tomatoes,0.92,,fresh_food
12412,23264,ASDA,Morrisons,JUST ESSENTIALS by ASDA Chocolate Hazelnut Spread,Morrisons White Chocolate & Hazelnut Spread,0.92,1.0,food_cupboard
23574,35408,Morrisons,Sains,Bare Naked Rice,Bare Naked Rice 250g,0.919,1.2,food_cupboard
2714,59370,ASDA,Tesco,ASDA Orzo Pasta,Tesco Finest Orzo Pasta 500G,0.919,1.0,food_cupboard
11030,25943,ASDA,Morrisons,Cadbury Fudge Chocolate Cake Bars,Cadbury Cake Bars Fudge,0.919,,bakery
834,28570,ASDA,Morrisons,ASDA Caesar Salad Kit,Morrisons Caesar Salad,0.919,1.05,fresh_food
37641,62377,Sains,Tesco,Sainsbury's Free From Lightly Salted Tortilla Chips 200g,Tesco Lightly Salted Tortilla Chips 200g,0.919,1.0,food_cupboard
16345,22125,ASDA,Morrisons,ASDA Shredless Orange Marmalade,Morrisons Shredless Marmalade,0.918,1.068,food_cupboard
29507,50472,Morrisons,Tesco,Big n Free Large Free Range Eggs 10 pack,Big & Free Large White Free Range Eggs 10 Pack,0.918,,fresh_food
16941,19200,ASDA,Morrisons,ASDA White Mature Cheddar Cheese,Morrisons Savers Mature White Cheddar,0.918,1.2,fresh_food
11415,40336,ASDA,Sains,Cawston Press The Very Hungry Caterpillar Cloudy Apple Pressed Apple 3 x 200ml,The Very Hungry Caterpillar Cloudy Apple Pressed Apple 3 x 200ml,0.918,1.0,drinks
28575,43523,Morrisons,Sains,Morrisons Sweet & Crispy Salad Bowl,Sainsbury's Sweet & Crispy Salad Bowl 220g,0.918,1.158,fresh_food
8734,35256,ASDA,Sains,ASDA Extra Special Italian Frantoio Extra Virgin Olive Oil 500ml,"Sainsbury's Italian Olive Oil, Extra Virgin 500ml",0.917,1.0,food_cupboard
7649,50354,ASDA,Tesco,Crosse & Blackwell Roast Chicken & Vegetable,Crosse And Blackwell Roast Chicken & Vegetable Soup 400G,0.917,1.0,food_cupboard
4075,56430,ASDA,Tesco,ASDA Raspberries,Tesco Raspberries 250G,0.917,1.2,fresh_food
11016,48300,ASDA,Sains,Cadbury Milk Chocolate Mini Rolls Cakes,Cadbury Milk Chocolate Mini Rolls Cakes x10,0.916,,bakery
19516,58369,Morrisons,Tesco,Morrisons Coronation Chicken Sandwich Filler,Tesco Coronation Chicken Sandwich,0.916,,fresh_food
41262,60877,Sains,Tesco,Dead Man's Fingers 5% Passionfruit Rum & Lemonade 330ml,Dead Man's Fingers Passion Fruit Rum & Lemonade 330Ml,0.916,1.0,drinks
8095,52714,ASDA,Tesco,Tiger Tiger Luncheon Meat,Tiger Tiger Pork Luncheon Meat 340G,0.916,1.0,food_cupboard
8672,48060,ASDA,Sains,ASDA Piccalilli,Sainsbury's Piccalilli 350g,0.915,1.167,food_cupboard
26046,46467,Morrisons,Sains,Mr Kipling Angel Slices,Mr Kipling Angel Cake Slices x8,0.915,,bakery
48339,49821,Sains,Tesco,Sainsbury's Chocolate Cornflake Clusters x15,Tesco 15 Chocolate Cornflake Clusters,0.915,,bakery
46509,50396,Sains,Tesco,Sainsbury's All Butter Scones x6,Tesco All Butter Scones 6 Pack,0.914,,bakery
8063,31623,ASDA,Sains,ASDA Organic Passata,"Sainsbury's Passata, SO Organic 690g",0.914,1.046,food_cupboard
34194,63069,Sains,Tesco,Sainsbury's Pancake Mix Shaker 155g,Tesco Vegan Pancake Shaker Mix 155G,0.914,1.0,food_cupboard
14235,50484,ASDA,Tesco,ASDA Coleslaw,Tesco Coleslaw 500G,0.914,1.2,fresh_food
18634,53218,Morrisons,Tesco,Morrisons Egg Mayonnaise Sandwich Filler,Tesco Egg Mayonnaise Sandwich Filler 235g,0.913,1.175,fresh_food
4297,24604,ASDA,Morrisons,Lamb's Navy Dark Rum,Lamb's Navy Rum,0.912,1.0,drinks
7470,63413,ASDA,Tesco,ASDA Extra Special Scottish Salmon Gravadlax,Tesco Finest Scottish Gravadlax Smoked Salmon 140G,0.912,1.0,fresh_food
25971,46345,Morrisons,Sains,Morrisons The Best White Rolls,Sainsbury's White Rolls x6,0.911,,bakery
43312,52959,Sains,Tesco,Sainsbury's Iceberg Lettuce,Tesco Iceberg Lettuce Each,0.911,,fresh_food
13843,18081,ASDA,Morrisons,Maggi Authentic Malaysian Chilli Sauce,Maggi Authentic Malaysian Chi…,0.911,1.133,food_cupboard
21467,36135,Morrisons,Sains,Doritos Tangy Cheese Tortilla Chips Crisps,Doritos Tangy Cheese Tortilla Chip Crisps 48g,0.911,1.2,food_cupboard
13309,33845,ASDA,Sains,ASDA Organic Smooth Peanut Butter,"Sainsbury's Peanut Butter Smooth, SO Organic 340g",0.911,1.0,food_cupboard
43783,52562,Sains,Tesco,Sainsbury's Extra Large Brown Onions x2,Tesco Finest Extra Large Brown Onions 2 Pack,0.91,,fresh_food
16820,55913,ASDA,Tesco,Tribe Protein Muesli Choc Hazelnut 70g,Tribe Protein Muesli Dark Chocolate & Hazelnut 70G,0.91,1.0,food_cupboard
6520,46198,ASDA,Sains,ASDA Extra Special Serrano Ham,Sainsbury's Serrano Ham 100g,0.91,1.0,fresh_food
14970,25393,ASDA,Morrisons,Daura Damm Gluten-Free Lager Beer,Daura Damm Gluten Free Lager (Abv 5.4%),0.91,1.004,drinks
43325,49742,Sains,Tesco,Sainsbury's Classic Round Tomatoes x6,Tesco Classic Round Tomatoes 6 Pack,0.909,,fresh_food
21119,59506,Morrisons,Tesco,Schwartz Garlic & Mushroom Sauce Mix,Schwartz Garlic & Mushroom Sauce 26G,0.908,1.0,food_cupboard
46446,50115,Sains,Tesco,Sainsbury's Bramley Apple Pies x6,Tesco Bramley Apple Pies 6 Pack,0.908,,bakery
10977,50122,ASDA,Tesco,Mr Kipling 10 Gooey Brownie Bites Salted Caramel (15g x 10),Mr Kipling Gooey Brownie Bites Salted Caramel 10 Pack,0.908,,bakery
21939,32625,Morrisons,Sains,Morrisons Sage & Onion Stuffing,Sainsbury's Sage & Onion Stuffing Mix 85g,0.908,1.0,food_cupboard
16136,54770,ASDA,Tesco,Twix Caramel & White Chocolate Fingers Biscuit Bars Multipack 9x20g,"Twix Salted Caramel & Milk Chocolate Fingers Biscuit Bars Multipack, 9x20g",0.908,1.0,food_cupboard
8960,59505,ASDA,Tesco,Schwartz Creamy Parsley Sauce Mix,Schwartz Creamy Parsley Sauce 26G,0.908,1.015,food_cupboard
11036,25941,ASDA,Morrisons,Cadbury 5 Chocolate Orange Mini Rolls,Cadbury Orange Mini Rolls,0.908,,bakery
37037,57907,Sains,Tesco,Love Corn Smoked BBQ Roasted Corn Snack 45g,"Love,Corn Bbq Roasted Corn Snack 45G",0.907,1.0,food_cupboard
15213,30285,ASDA,Morrisons,ASDA No Added Sugar Peach Sparkling Water,Morrisons No Added Sugar Sparkling Peach Spring Water,0.907,1.19,drinks
13740,54959,ASDA,Tesco,Goplana Grzeski Wafer Chocolate Bar Hazelnut,Goplana Grzeski Hazelnut Wafer 36G,0.907,1.0,food_cupboard
22325,52449,Morrisons,Tesco,Morrisons Pork Luncheon Meat,Tulip Pork Luncheon Meat 250G,0.906,1.2,food_cupboard
40331,56057,Sains,Tesco,Dark Horse Sauvignon Blanc White Wine 75cl,Dark Horse Sauvignon Blanc 75Cl,0.906,1.0,drinks
35155,59909,Sains,Tesco,Deliciously Ella Salted Almond Caramel Cups 36g,Deliciously Ella Almond Butter & Caramel Cups 36G,0.905,1.0,food_cupboard
16006,30379,ASDA,Morrisons,The BAKERY at ASDA 6 Oven Bottom Muffins,Morrisons Oven Bottom Muffins,0.905,,bakery
34227,51477,Sains,Tesco,Capsicana Mexican Smoked Cumin & Chipotle for Fajitas Seasoning Mix 28g,Capsicana Mexican Chipotle Fajita Cumin Seasoning Mix 28G,0.905,1.0,food_cupboard
18419,52091,Morrisons,Tesco,Morrisons Fish Pie Sauce,TESCO FINEST FISH PIE SAUCE 300G,0.903,1.2,fresh_food
10964,46467,ASDA,Sains,Mr Kipling Angel Slices Cakes,Mr Kipling Angel Cake Slices x8,0.902,,bakery
11463,33810,ASDA,Sains,Old El Paso Mexican One Pan Chilli & Garlic Rice Meal Kit,Old El Paso Mexican One Pan Chilli & Garlic Rice Meal For Chicken Kit 355g,0.902,1.014,food_cupboard
16347,32814,ASDA,Sains,ASDA Thick Cut Orange Marmalade,"Sainsbury's Orange Marmalade, Thick Cut 454g",0.902,1.0,food_cupboard
11037,25940,ASDA,Morrisons,Cadbury 5 Chocolate Mint Mini Rolls,Cadbury Mint Mini Rolls,0.902,,bakery
38031,50568,Sains,Tesco,Baxters Favourites Highlanders Beef Broth 400g,Baxters Favourites Highlander Broth Soup 400G,0.902,1.0,food_cupboard
3684,17641,ASDA,Morrisons,Nongshim Kimchi Ramyun Noodle Soup,Nongshim Kimchi Ramyun,0.902,1.091,food_cupboard
16141,29260,ASDA,Morrisons,ASDA Egg Hunt,Morrisons Egg Hunt Kit,0.901,1.029,food_cupboard
16281,22068,ASDA,Morrisons,Nestle Shredded Wheat,Nestle Shredded Wheat Cereal,0.9,,food_cupboard
38794,64415,Sains,Tesco,Shloer Elderflower & White Grape Sparkling Juice Drink 750ml,Shloer White Grape And Elderflower Juice Drink 750Ml,0.9,1.0,drinks
29384,55962,Morrisons,Tesco,Morrisons The Best Bramley Apple…,Tesco Bramley Apple Pie,0.9,,bakery
43671,59082,Sains,Tesco,Sainsbury's Watermelon 160g,Tesco Watermelon,0.899,,fresh_food
26120,46587,Morrisons,Sains,Mr Kipling Chocolate Slices,Mr Kipling Chocolate Cake Slices x8,0.899,,bakery
14049,17743,ASDA,Morrisons,Regal Snacks Popcorn Sweet & Salted,Regal Sweet & Salted Popcorn,0.899,1.0,food_cupboard
2308,54132,ASDA,Tesco,Dr. Oetker Number Zero Candle,Dr. Oetker Number 8 Candle,0.899,,food_cupboard
6131,50800,ASDA,Tesco,ASDA Creamy Coconut Greek Style Yogurt 450g,Tesco Greek Style Coconut Yogurt 450G,0.898,1.0,fresh_food
16347,22483,ASDA,Morrisons,ASDA Thick Cut Orange Marmalade,Morrisons Thick Cut Marmalade,0.898,1.068,food_cupboard
3222,20367,ASDA,Morrisons,Wagon Wheels Jammie,Wagon Wheels Jammie Biscuits,0.898,,food_cupboard
979,49910,ASDA,Tesco,ASDA Extra Special 4 British Baking Potatoes,Tesco 4 Baking Potatoes,0.898,,fresh_food
977,43328,ASDA,Sains,JUST ESSENTIALS by ASDA White Potatoes 2kg,Sainsbury's British White Potatoes 2kg,0.897,1.0,fresh_food
36015,57423,Sains,Tesco,Nissin Soba Classic Instant Wok Style Noodles Big Pot 113g,Nissin Big Soba Wok Style Cup Noodles Classic 113G,0.897,1.0,food_cupboard
46489,51088,Sains,Tesco,Mr Kipling Almond Cake Slices x6,Mr Kipling Almond Slices 6 Pack,0.897,,bakery
6910,64734,ASDA,Tesco,PhD Cookies and Cream Flavour Smart Bar 64g,Phd Smart Bar Cookies & Cream 64G,0.897,1.0,food_cupboard
43361,54473,Sains,Tesco,Sainsbury's Large Whole Cucumber,Tesco Organic Whole Cucumber,0.897,,fresh_food
2308,54131,ASDA,Tesco,Dr. Oetker Number Zero Candle,Dr. Oetker Number 7 Candle,0.896,,food_cupboard
28510,43301,Morrisons,Sains,Morrisons Closed Cup Mushrooms,Sainsbury's Closed Cup White Mushrooms 300g,0.896,1.2,fresh_food
29675,57186,Morrisons,Tesco,Morrisons Triple Layer Chocolat…,Tesco Triple Layer Chocolate Cake,0.896,,bakery
10448,50738,ASDA,Tesco,ASDA Extra Special Sliced Brioche Burger Buns,Tesco Finest 4 Brioche Burger Buns,0.895,,bakery
36135,57742,Sains,Tesco,Doritos Tangy Cheese Tortilla Chip Crisps 48g,Doritos Tortilla Chips Tangy Cheese Grab Bag Crisps 48g,0.895,1.0,food_cupboard
21234,62929,Morrisons,Tesco,Schwartz Wrap It Takeaway Kebab,Schwartz Wrap It Takeaway Kebab Recipe Mix 30g,0.895,1.167,food_cupboard
39201,52140,Sains,Tesco,"Innocent Super Smoothie Invigorate, Kiwi & Cucumber 750ml","innocent Super Smoothie Invigorate, Kiwi & Cucumber Juice with Vitamins 750ml",0.895,1.0,drinks
25916,52054,Morrisons,Tesco,Mission Deli Wheat & White Mini Wraps,Mission Deli 6 Wheat & White Mini Wraps 186G,0.894,,bakery
25970,50119,Morrisons,Tesco,Morrisons The Best Brioche Buns,Tesco Finest 6 Mini Brioche Buns,0.894,,bakery
2530,31434,ASDA,Sains,ASDA British Unsalted Butter 250g,"Sainsbury's British Butter Unsalted, SO Organic 250g",0.894,1.0,food_cupboard
19199,56115,Morrisons,Tesco,Morrisons Savers Salted Butter,Tesco Organic Salted Butter 250G,0.894,1.0,fresh_food
2308,54124,ASDA,Tesco,Dr. Oetker Number Zero Candle,Dr. Oetker Number 0 Candle,0.893,,food_cupboard
36461,54176,Sains,Tesco,Schär Gluten Free Foldable Flatbreads 225g,Schar Gluten Free Foldable Flatbreads 225G,0.893,1.0,food_cupboard
28574,53059,Morrisons,Tesco,Morrisons The Best Baking Potatoes,Tesco 2 Baking Sweet Potatoes,0.893,,fresh_food
1851,49468,ASDA,Tesco,Rubicon Sparkling Mango Juice Soft Drink 18 x 330ml,Rubicon Sparkling Mango Drink 18 X 330Ml,0.892,1.0,drinks
14776,61714,ASDA,Tesco,ASDA Extra Special 6 Lincolnshire Pork Sausages,Tesco Finest British 6 Lincolnshire Sausages 400G,0.892,1.0,fresh_food
985,57790,ASDA,Tesco,JUST ESSENTIALS by ASDA Mashed Potato,Tesco Mashed Potato 450G,0.892,1.125,fresh_food
8651,32625,ASDA,Sains,JUST ESSENTIALS by ASDA Sage and Onion Stuffing Mix,Sainsbury's Sage & Onion Stuffing Mix 85g,0.892,1.0,food_cupboard
3725,56357,ASDA,Tesco,Nissin Cup Noodles Big Chilli Wok Style Soba,Nissin Wok Style Soba Noodles Chilli 111G,0.892,1.036,food_cupboard
15685,47520,ASDA,Sains,Ferrero Rocher Collection Crispy Eggs Hazelnut,Ferrero Collection Crispy Eggs Hazelnut 100g,0.892,1.0,food_cupboard
21467,57742,Morrisons,Tesco,Doritos Tangy Cheese Tortilla Chips Crisps,Doritos Tortilla Chips Tangy Cheese Grab Bag Crisps 48g,0.892,1.2,food_cupboard
9773,19799,ASDA,Morrisons,ASDA 4 Garlic & Herb Ciabatta Breadsticks 130g,Morrisons The Best Garlic Ciabatta Breadsticks,0.891,1.077,fresh_food
10971,46587,ASDA,Sains,Mr Kipling 6 Chocolate Slices,Mr Kipling Chocolate Cake Slices x8,0.891,,bakery
16346,22057,ASDA,Morrisons,ASDA Fine Cut Orange Marmalade,Morrisons Fine Cut Marmalade,0.891,1.068,food_cupboard
41350,57327,Sains,Tesco,Mirabeau Pure Côtes De Provence 75cl,Mirabeau Pure Provence Rose 75Cl,0.891,1.0,drinks
20872,60070,Morrisons,Tesco,Schwartz X The Real Greek Chicken Gyros Wrap,Schwartz The Real greek Chicken gyros Wrap Recipe Mix 20g,0.89,1.0,food_cupboard
10427,46345,ASDA,Sains,JUST ESSENTIALS by ASDA 6 White Rolls,Sainsbury's White Rolls x6,0.89,,bakery
41263,63124,Sains,Tesco,BrewDog King Crush Mango & Passion Fruit Double Milkshake IPA 440ml,BrewDog King Crush Double Milkshake IPA 440ml,0.89,1.0,drinks
6578,19393,ASDA,Morrisons,ASDA German Style Salami,Morrisons German Salami,0.89,1.154,fresh_food
1426,19606,ASDA,Morrisons,ASDA 10 Mini Pork & Pickle Pies,Morrisons Mini Pork Cheese & Pickle Pies,0.89,,fresh_food
28677,64129,Morrisons,Tesco,Schwartz A Mix Cottage Pie,Schwartz Cottage Pie 38g,0.89,1.0,food_cupboard
21412,60240,Morrisons,Tesco,Schwartz Loaded Fries Southern Fried,Schwartz Loaded Fries Southern Fried Seasoning Mix 20g,0.89,1.0,food_cupboard
16601,30655,ASDA,Morrisons,ASDA Biscuit Assortment 550g,Morrisons Savers Biscuit Assortment,0.89,1.0,food_cupboard
46450,50917,Sains,Tesco,Mr Kipling French Fancies Cakes x8,Mr Kipling French Fancies 8 Pack,0.889,,bakery
46368,49679,Sains,Tesco,Sainsbury's White Crusty Rolls x6,Tesco Crusty White Rolls 6 Pack,0.888,,bakery
44815,57156,Sains,Tesco,Charlie Bigham's Chicken Tikka For 1 403g,Charlie Bigham's Chicken Tikka Masala 403G,0.888,1.0,fresh_food
979,28574,ASDA,Morrisons,ASDA Extra Special 4 British Baking Potatoes,Morrisons The Best Baking Potatoes,0.888,,fresh_food
19302,46143,Morrisons,Sains,Oakpark Naturally Smoked Turkey Bacon Rashers,Oakpark Naturally Smoked Turkey Breast Rashers x6 150g,0.888,1.0,fresh_food
29582,43382,Morrisons,Sains,Morrisons Butternut Squash,Sainsbury's Butternut Squash Loose,0.887,,fresh_food
6841,21865,ASDA,Morrisons,Nestle Shreddies The Original,Nestle Shreddies Original Cereal,0.887,1.125,food_cupboard
29404,63907,Morrisons,Tesco,Morrisons Hot Cross Buns,Tesco Finest 9 Mini Hot Cross Buns,0.887,,bakery
14291,19704,ASDA,Morrisons,ASDA Extra Special Mammoth Nocellara Olives,Morrisons The Best Nocellara Olives,0.886,1.154,fresh_food
28314,53145,Morrisons,Tesco,Morrisons Diane Sauce,TESCO FINEST DIANE SAUCE 180G,0.886,1.111,fresh_food
13155,20584,ASDA,Morrisons,Angel Delight Butterscotch Dessert Mix,Angel Delight Butterscotch Flavour Instant Dessert,0.886,1.098,food_cupboard
3382,34748,ASDA,Sains,ASDA Extra Special All Butter Chocolate Chip Shortbread 150g,Sainsbury's All Butter Chocolate Chip Shortbread 175g,0.886,1.167,food_cupboard
26148,63735,Morrisons,Tesco,Cadbury Raspberry Mini Rolls,Cadbury Raspberry Mini Roll 5 Pack,0.885,,bakery
3873,22342,ASDA,Morrisons,ASDA Cheese & Ham Pasta & Sauce,Morrisons Savers Pasta & Cheese Sauce,0.885,1.1,food_cupboard
4110,43975,ASDA,Sains,ASDA British Wensleydale With Cranberry Cheese 200g,Sainsbury's Wensleydale Cheese with Cranberries 200g,0.885,1.0,fresh_food
3727,63722,ASDA,Tesco,ASDA Chicken Flavour Instant Noodles 85g,Koka Instant Noodles Chicken Flavour 85G,0.884,1.0,food_cupboard
45824,55689,Sains,Tesco,Pukka Steak Microwaveable Shortcrust Pies x2,Pukka Chicken Microwaveable Shortcrust Pies 2 Pack,0.884,,frozen
30678,61324,Morrisons,Tesco,Barefoot On Tap Pinot Grigio White Wine,Barefoot On Tap Pinot Grigio Box Wine 1.5L,0.883,1.0,drinks
13191,46921,ASDA,Sains,Carousel 6 Nougat Wafers,Carousel Ice Cream Nougat Wafers x6,0.883,,food_cupboard
10927,56649,ASDA,Tesco,Galaxy Indulgent Chocolate Cake,Galaxy Ripple Indulgent Chocolate Cake,0.883,,bakery
8942,20511,ASDA,Morrisons,Colman's Cheddar Cheese Sauce Mix,Colman's Cheddar Cheese Sauce Pouch,0.882,1.0,food_cupboard
39591,50293,Sains,Tesco,Copella Apple & Pear Fruit Juice 1.35L,Copella Apple Juice 1.35L,0.882,1.0,drinks
10426,26072,ASDA,Morrisons,Mr Kipling 6 Bramley Apple & Blackcurrant Pies,Mr Kipling Apple & Blackcurrant Pies,0.881,,bakery
32901,50316,Sains,Tesco,Sainsbury's Meringue Nests x8 124g,Tesco Finest Meringue Nests 8S,0.881,,food_cupboard
22368,32901,Morrisons,Sains,Morrisons The Best Meringue Nests,Sainsbury's Meringue Nests x8 124g,0.881,,food_cupboard
37958,62613,Sains,Tesco,Village Pride Fragrant Rice 10kg,Village Pride Jasmine Fragrant Rice 10kg,0.881,1.0,food_cupboard
20753,32901,Morrisons,Sains,Morrisons Meringue Nests,Sainsbury's Meringue Nests x8 124g,0.881,,food_cupboard
28499,43690,Morrisons,Sains,Morrisons The Best Blood Oranges,Sainsbury's Blood Oranges Min x5,0.88,,fresh_food
39142,50293,Sains,Tesco,Copella Apple & Mango Fruit Juice 1.35L,Copella Apple Juice 1.35L,0.88,1.0,drinks
10369,51313,ASDA,Tesco,The BAKERY at ASDA 4 Triple Chocolate Muffins,Tesco 4 Triple Chocolate Muffins,0.88,,bakery
11290,29378,ASDA,Morrisons,Prime Strawberry Watermelon Flavour Energy Drink 330ml,Prime Energy Drink Strawberry Watermelon,0.88,1.0,drinks
36277,59684,Sains,Tesco,Urban Fruit Gently Baked Mango & Passionfruit 85g,Urban Fruit Gently/Gentle Baked Mango & Passion Fruit 85G,0.879,1.0,food_cupboard
26035,54144,Morrisons,Tesco,Morrisons Sultana Scones,Tesco Free From 2 Sultana Scones,0.878,,bakery
40182,53179,Sains,Tesco,"Innocent Super Smoothie Energise, Strawberry & Cherry 300ml",Innocent Energise Super Smoothie 300Ml,0.878,1.0,drinks
43975,57292,Sains,Tesco,Sainsbury's Wensleydale Cheese with Cranberries 200g,Tesco Finest Wensleydale Cheese Cranberries & Blueberry 200G,0.878,1.0,fresh_food
12749,36577,ASDA,Sains,Lindt EXCELLENCE Caramelised Hazelnut Dark Chocolate Sharing Bar,Lindt Excellence Dark Caramelised Hazelnut 100g,0.877,1.0,food_cupboard
11016,47085,ASDA,Sains,Cadbury Milk Chocolate Mini Rolls Cakes,Cadbury Chocolate Mini Rolls Cakes x5,0.877,,bakery
5862,59166,ASDA,Tesco,ASDA 4 Steam Bags Long Grain Rice,Tesco Steam Bags Long Grain White Rice 4 X 200G,0.877,1.0,frozen
10440,46431,ASDA,Sains,ASDA Extra Special Farmhouse White Bread,Sainsbury's Farmhouse Loaf White Bread 800g,0.877,1.0,bakery
10838,25966,ASDA,Morrisons,ASDA Scotch Plain Pancakes,Morrisons Scotch Pancakes,0.877,,bakery
25900,46559,Morrisons,Sains,St. Pierre 4 Seeded Brioche Burger Buns,St. Pierre Seeded Brioche Burger Buns Pre-Sliced x4,0.876,,bakery
46559,52620,Sains,Tesco,St. Pierre Seeded Brioche Burger Buns Pre-Sliced x4,St Pierre 4 Seeded Brioche Burger Buns,0.876,,bakery
14185,29037,ASDA,Morrisons,ASDA Extra Special Potato Salad,Morrisons Potato & Egg Salad,0.876,1.0,fresh_food
923,28603,ASDA,Morrisons,JUST ESSENTIALS by ASDA Cooked Beetroot,Morrisons Savers Beetroot,0.876,1.0,fresh_food
10833,46559,ASDA,Sains,St Pierre 4 Seeded Brioche Burger Buns,St. Pierre Seeded Brioche Burger Buns Pre-Sliced x4,0.876,,bakery
44514,56524,Sains,Tesco,Charlie Bigham's Thai Red Curry 835g (Serves 2),Charlie Bigham's Thai Red Chicken Curry & Rice 835G,0.875,1.0,fresh_food
12283,61774,ASDA,Tesco,McCain Shake Shake Spanish Smoked Paprika Fries,McCain Shake Shake Paprika Fries 300G,0.875,1.0,fresh_food
1447,19344,ASDA,Morrisons,Pukka Pork Sausage Rolls,Pukka Sausage Rolls 4 Pack,0.875,1.0,fresh_food
